Lat,Lon,TNPP,MAT,MAP,SOL,PET,AI,STN,SOC,PH,BD,CN,SILT,CLAY,ELEV,ASP,SLOPE,Formation
39.09305556,-96.55861111,688.492,12.0116,893,182058,1497,5965,0.94405,10.31,5.97299,1.54203,10.9212,48.6622,36.2759,416,121.856,1.03195,"Temperate Grassland, Meadow & Shrubland"
39.25,-121.2833333,671.875,16.325,939,202248,1905,4926,0.47228,5.5084,5.9138,1.7342,11.663,40.725,20.48,259,131.6,5.97702,"Mediterranean Scrub, Grassland & Forb Meadow"
39.15,-96.91666667,1072.8,12.525,839,184435,1551,5407,0.739,8.0805,6.225,1.5352,10.934,45.018,25.706,346,229.943,0.381476,"Temperate Grassland, Meadow & Shrubland"
38.87,-99.38,1425,12.0073,575,193087,1747,3292,0.616005,6.13294,7.23825,1.53811,9.95444,49.9918,22.627,645,74.2707,1.10197,"Temperate Grassland, Meadow & Shrubland"
38.87,-99.38,1111.111111,12.0073,575,193087,1747,3292,0.616005,6.13294,7.23825,1.53811,9.95444,49.9918,22.627,645,74.2707,1.10197,"Temperate Grassland, Meadow & Shrubland"
38.55,68.58,889,13.9033,507,193071,1609,3150,0.452034,4.94602,7.51834,1.41328,10.942,38.0348,35.86,848,164.902,1.6928,"Temperate Grassland, Meadow & Shrubland"
38.67,68.18,747,10.4787,474,189075,1470,3219,0.640403,7.53084,7.39447,1.40352,11.8421,38.1019,32.639,1477,171.851,8.32091,"Temperate Grassland, Meadow & Shrubland"
38.67,58.27,360,16.813,155,200713,2070,750,0.374929,2.95788,7.69915,1.42528,7.88975,38.8777,30.133,82,134.504,0.320354,Cool Semi-Desert Scrub & Grassland
38.54,100.29,1574.8,-3.122,407,196081,959,4251,0.92527,10.9711,7.00102,0.978894,11.8396,37.0529,16.6529,3123,343.909,16.7932,"Alpine Scrub, Forb Meadow & Grassland"
38.54,100.29,1122.93,-3.122,407,196081,959,4251,0.92527,10.9711,7.00102,0.978894,11.8396,37.0529,16.6529,3123,343.909,16.7932,"Alpine Scrub, Forb Meadow & Grassland"
38.54,100.29,1437.95,-3.122,407,196081,959,4251,0.92527,10.9711,7.00102,0.978894,11.8396,37.0529,16.6529,3123,343.909,16.7932,"Alpine Scrub, Forb Meadow & Grassland"
38.54,100.29,1210.14,-3.122,407,196081,959,4251,0.92527,10.9711,7.00102,0.978894,11.8396,37.0529,16.6529,3123,343.909,16.7932,"Alpine Scrub, Forb Meadow & Grassland"
38.77,99.8,647.1,-4.31167,380,195895,906,4190,0.821344,10.2164,6.90772,1.10538,12.4412,40.9318,17.023,3134,262.769,4.36671,"Alpine Scrub, Forb Meadow & Grassland"
38.8,99.82,481.9,-3.66333,376,195794,966,3889,0.786766,9.52788,7.05666,1.15564,12.11,41.0242,18.1086,3012,354.344,3.43186,"Alpine Scrub, Forb Meadow & Grassland"
38.67,-94,1029,12.4333,1030,177649,1403,7337,0.7122,7.0564,6.13918,1.55868,9.9076,62.6686,29.1626,266,122.136,0.327415,"Temperate Grassland, Meadow & Shrubland"
38.67,-94,1088.888889,12.4333,1030,177649,1403,7337,0.7122,7.0564,6.13918,1.55868,9.9076,62.6686,29.1626,266,122.136,0.327415,"Temperate Grassland, Meadow & Shrubland"
36.67,-116,67,14.28,156,233929,2508,622,0.214248,1.8929,7.95962,1.6949,8.80444,23.4206,15.8038,1185,223.082,2.82454,Cool Semi-Desert Scrub & Grassland
36.95,-96.55,1022.633333,14.125,920,187782,1654,5561,0.57983,9.0888,5.9128,1.5373,15.675,54.331,29.978,397,259.972,0.352079,"Temperate Grassland, Meadow & Shrubland"
37.62,101.29,1238.7,-1.806,468,190614,977,4791,0.754756,9.56493,6.63668,1.03211,12.6415,36.9841,21.1544,3192,246.457,1.44831,"Alpine Scrub, Forb Meadow & Grassland"
36.86666667,109.35,201.7,9.25833,487,187002,1406,3463,0.42853,5.3972,7.6961,1.2786,12.595,33.429,16.77,1234,204.815,3.16337,Cool Semi-Desert Scrub & Grassland
37.36666667,101.6333333,950.66,0.491667,485,190440,1067,4541,0.69793,5.0313,6.8811,1.1297,7.209,32.872,15.963,2832,155.838,2.30284,"Alpine Scrub, Forb Meadow & Grassland"
37.66666667,102.5333333,1026.42,3.25,284,191208,1161,2444,0.68564,7.7755,7.6776,1.1696,11.341,31.801,15.485,2284,178.454,9.21356,"Alpine Scrub, Forb Meadow & Grassland"
37.2,102.5,980.4,-3.98333,478,183018,760,6285,0.88917,10.497,6.4473,0.99151,11.805,37.533,15.278,3490,267.715,6.91334,"Alpine Scrub, Forb Meadow & Grassland"
37.6,107.2,214.5,7.775,324,192717,1398,2316,0.44362,2.581,7.67,1.2791,5.8182,31.007,18.595,1585,36.6942,1.73352,Cool Semi-Desert Scrub & Grassland
36.86666667,109.35,354.8,9.25833,487,187002,1406,3463,0.42853,5.3972,7.6961,1.2786,12.595,33.429,16.77,1234,204.815,3.16337,Cool Semi-Desert Scrub & Grassland
36.86666667,109.35,629.4,9.25833,487,187002,1406,3463,0.42853,5.3972,7.6961,1.2786,12.595,33.429,16.77,1234,204.815,3.16337,Cool Semi-Desert Scrub & Grassland
37.02,99.57,236.61,0.616333,297,197222,1231,2411,0.7239,6.90891,7.02695,1.18659,9.5444,40.4334,20.0416,3226,102.154,0.405238,"Alpine Scrub, Forb Meadow & Grassland"
37.29,99.58,904.9,-1.76733,326,196748,1106,2943,0.756698,6.90754,6.72082,1.14909,9.12846,43.5094,17.3496,3502,150.97,1.46,"Alpine Scrub, Forb Meadow & Grassland"
37.4,-122.2333333,750.54,13.8833,586,200290,1477,3965,0.67336,7.1996,6.1973,1.543,10.692,40.853,24.358,157,191.014,2.21221,"Mediterranean Scrub, Grassland & Forb Meadow"
36.95,-96.55,887,14.125,920,187782,1654,5561,0.57983,9.0888,5.9128,1.5373,15.675,54.331,29.978,397,259.972,0.352079,"Temperate Grassland, Meadow & Shrubland"
36,38,238,18.1583,226,215651,2105,1073,0.26878,2.6182,7.8907,1.4416,9.7411,40.127,31.963,366,176.331,0.0456224,"Mediterranean Scrub, Grassland & Forb Meadow"
34.98,-97.52,528.0390022,16.1833,921,196207,1773,5191,0.514646,5.989,5.98896,1.60969,11.6588,39.1656,21.9736,331,98.3597,0.571598,"Temperate Grassland, Meadow & Shrubland"
34.98333333,-97.51666667,812.5,16.2167,920,196239,1773,5187,0.53116,5.7053,5.9579,1.6075,10.741,39.069,21.644,333,127.625,0.509346,"Temperate Grassland, Meadow & Shrubland"
34.98333333,-97.51666667,597.5809231,16.2167,920,196239,1773,5187,0.53116,5.7053,5.9579,1.6075,10.741,39.069,21.644,333,127.625,0.509346,"Temperate Grassland, Meadow & Shrubland"
35.3,-101.53,890,13.6417,517,214153,2136,2418,0.578524,5.13842,7.33114,1.68516,8.88238,48.0424,30.9118,1078,118.284,0.185955,"Temperate Grassland, Meadow & Shrubland"
35,38,238,16.075,183,219192,2133,857,0.23224,2.4981,8.2308,1.4444,10.757,42.099,42.329,920,23.0355,1.26067,"Mediterranean Scrub, Grassland & Forb Meadow"
35.3,-101.53,891.1111111,13.6417,517,214153,2136,2418,0.578524,5.13842,7.33114,1.68516,8.88238,48.0424,30.9118,1078,118.284,0.185955,"Temperate Grassland, Meadow & Shrubland"
34.49166667,99.85833333,1127.52,-3.59167,512,178933,869,5890,0.85989,9.9463,6.4614,1.0086,11.567,35.229,14.567,4258,222.808,8.24575,"Alpine Scrub, Forb Meadow & Grassland"
34.49166667,99.85833333,2115.68,-3.59167,512,178933,869,5890,0.85989,9.9463,6.4614,1.0086,11.567,35.229,14.567,4258,222.808,8.24575,"Alpine Scrub, Forb Meadow & Grassland"
34.49166667,99.85833333,1568.57,-3.59167,512,178933,869,5890,0.85989,9.9463,6.4614,1.0086,11.567,35.229,14.567,4258,222.808,8.24575,"Alpine Scrub, Forb Meadow & Grassland"
34.49166667,99.85833333,1440.86,-3.59167,512,178933,869,5890,0.85989,9.9463,6.4614,1.0086,11.567,35.229,14.567,4258,222.808,8.24575,"Alpine Scrub, Forb Meadow & Grassland"
32.6,-106.85,200.9,15.2,272,239290,2383,1140,0.25185,2.4107,7.8009,1.609,9.5718,26.18,19.8,1321,57.9902,0.395975,Warm Semi-Desert Scrub & Grassland
32.8,102.55,1029.625,2.76667,702,159235,985,7122,0.71544,8.2967,6.2074,1.0466,11.597,37.218,20.653,3489,333.272,0.287342,"Alpine Scrub, Forb Meadow & Grassland"
32.65,83,88.97,-4.35833,67,198007,1179,568,0.73242,3.1304,6.998,1.2657,4.2741,42.142,12.013,4971,11.0903,5.11711,"Alpine Scrub, Forb Meadow & Grassland"
32.6,-106.85,295,15.2,272,239290,2383,1140,0.25185,2.4107,7.8009,1.609,9.5718,26.18,19.8,1321,57.9902,0.395975,Warm Semi-Desert Scrub & Grassland
33,3,177,19.3,105,233510,2635,398,0.33096,3.6284,7.8465,1.4469,10.963,28.596,29.31,728,150.243,0.108224,"Mediterranean Scrub, Grassland & Forb Meadow"
32,78,681.0979125,-8.15,427,190409,885,4821,0.45828,3.9319,7.8272,1.447,8.5797,42.755,24.939,5253,87.1105,7.49698,"Alpine Scrub, Forb Meadow & Grassland"
31.9,91.7,221.42,-2.45,427,201089,1081,3947,0.70525,5.6356,7.1119,1.3277,7.9909,40.857,9.0493,4693,328.668,3.63323,"Alpine Scrub, Forb Meadow & Grassland"
32.3,88.05,136.31,-3.50833,275,199162,1156,2378,0.79088,3.5031,7.1713,1.3456,4.4293,44.075,10.479,4945,101.781,4.74868,"Alpine Scrub, Forb Meadow & Grassland"
31.48333333,-96.88333333,840,19.1417,918,197201,1810,5069,0.60087,6.2835,7.5898,1.7299,10.457,44.392,40.819,161,61.2209,0.514453,"Temperate Grassland, Meadow & Shrubland"
30.47,79.33,663,10.734,2004,200247,1384,14495,0.536488,7.99608,5.91016,1.40134,14.8994,43.4676,24.4573,3181,193.394,25.896,"Alpine Scrub, Forb Meadow & Grassland"
30.5,79.25,490,13.9167,1763,202297,1454,12120,0.60246,8.3938,5.7422,1.3965,13.932,43.666,25.785,2181,189.918,16.7122,"Alpine Scrub, Forb Meadow & Grassland"
30.5,79.25,639,13.9167,1763,202297,1454,12120,0.60246,8.3938,5.7422,1.3965,13.932,43.666,25.785,2181,189.918,16.7122,"Alpine Scrub, Forb Meadow & Grassland"
30.18,79.67,297,9.688,2061,199509,1348,15288,0.586517,8.72602,5.7465,1.39722,14.8786,41.0608,27.0306,3108,168.092,8.40533,"Alpine Scrub, Forb Meadow & Grassland"
30.18,79.67,399,9.688,2061,199509,1348,15288,0.586517,8.72602,5.7465,1.39722,14.8786,41.0608,27.0306,3108,168.092,8.40533,"Alpine Scrub, Forb Meadow & Grassland"
30.18,79.67,517,9.688,2061,199509,1348,15288,0.586517,8.72602,5.7465,1.39722,14.8786,41.0608,27.0306,3108,168.092,8.40533,"Alpine Scrub, Forb Meadow & Grassland"
30.18,79.67,657,9.688,2061,199509,1348,15288,0.586517,8.72602,5.7465,1.39722,14.8786,41.0608,27.0306,3108,168.092,8.40533,"Alpine Scrub, Forb Meadow & Grassland"
30.18,79.67,210,9.688,2061,199509,1348,15288,0.586517,8.72602,5.7465,1.39722,14.8786,41.0608,27.0306,3108,168.092,8.40533,"Alpine Scrub, Forb Meadow & Grassland"
30.25,78.42,285,18.4283,1974,210750,1638,12050,0.509748,4.9982,5.9323,1.40664,9.80276,45.978,24.6354,1506,95.7291,13.3762,"Alpine Scrub, Forb Meadow & Grassland"
30.25,78.42,428,18.4283,1974,210750,1638,12050,0.509748,4.9982,5.9323,1.40664,9.80276,45.978,24.6354,1506,95.7291,13.3762,"Alpine Scrub, Forb Meadow & Grassland"
30.25,78.42,680,18.4283,1974,210750,1638,12050,0.509748,4.9982,5.9323,1.40664,9.80276,45.978,24.6354,1506,95.7291,13.3762,"Alpine Scrub, Forb Meadow & Grassland"
30.25,78.42,895,18.4283,1974,210750,1638,12050,0.509748,4.9982,5.9323,1.40664,9.80276,45.978,24.6354,1506,95.7291,13.3762,"Alpine Scrub, Forb Meadow & Grassland"
8.93,-67.42,1236.8,27.783,1221,205497,1872,6516,0.34873,3.26121,5.46026,1.2911,9.34735,21.6426,24.1477,105,301.643,0.544225,Tropical
8.93,-67.42,682,27.783,1221,205497,1872,6516,0.34873,3.26121,5.46026,1.2911,9.34735,21.6426,24.1477,105,301.643,0.544225,Tropical
8,-5,2200,26.5083,1030,208844,1686,6106,0.24863,3.0522,6.2308,1.4024,12.276,18.308,17.341,275,258.961,0.482564,Tropical
6.22,-5.03,2150,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,2240,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,3580,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,3390,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,2610,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,2650,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,2670,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,2150,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,2240,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,3580,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,3390,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,2610,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,2650,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
6.22,-5.03,2670,26.797,1154,208601,1589,7260,0.270082,3.49652,6.17026,1.39055,12.9912,18.9998,22.5549,84,199.016,0.723819,Tropical
-1.33,36.83,777.43,19.0233,797,207697,1678,4746,0.488962,5.9765,6.36791,1.33078,12.2289,24.7493,47.8428,1657,89.3662,0.370829,Warm Semi-Desert Scrub & Grassland
-10.25305556,-46.66777778,2080,24.8664,1303,199391,1617,8056,0.3284,3.5811,5.24216,1.27912,10.9124,14.7562,22.0291,418,184.877,0.627777,Tropical
-14.65,132.7,148,27.275,897,257104,2461,3644,0.11846,2.2514,5.4811,1.1588,19.006,91.409,3.4195,183,42.3979,0.568937,Tropical
-18.12,140.88,491.1111111,27.028,742,257333,2608,2846,0.179935,2.92229,6.0299,1.26156,16.238,53.153,21.8146,14,272.287,0.0998214,Tropical
-21.96666667,-47.38333333,1609,21.8333,1330,182514,1544,8612,0.46338,5.3325,5.8199,1.25,11.508,28.772,28.83,611,87.6181,0.435583,Tropical
-20.98,141.8,348.8888889,25.3783,430,260716,2940,1461,0.148596,1.74724,6.34852,1.27584,11.7608,58.4278,11.6446,143,20.6796,0.0672022,Tropical
-22.37,146.69,248.8888889,23.0833,591,250149,2360,2503,0.138401,3.08984,5.81006,1.29941,22.3143,51.6852,11.0894,234,296.968,0.106086,Tropical
-23.3,150.51,533.3333333,22.56,895,234483,2088,4287,0.173594,3.53406,6.06986,1.22068,20.3586,50.023,9.99832,27,201.8,0.398389,Tropical
-24.65,28.7,482,19.0833,567,241812,2046,2771,0.34684,2.4279,6.3903,1.4524,7.0002,16.189,26.904,1110,327.271,1.03527,"Temperate Grassland, Meadow & Shrubland"
-25.08,146.5,735.5555556,20.295,549,245638,2323,2360,0.14154,2.59354,5.81524,1.29864,18.3468,42.3758,12.5752,474,222.566,0.243646,Tropical
-24.19,150.69,511.1111111,19.8087,756,230723,1886,4009,0.178265,4.28869,6.06416,1.254,24.0833,37.0821,14.9054,416,209.475,1.06015,Tropical
-24.16,150.95,804.4444444,21.68,786,233413,2010,3909,0.156432,3.37162,6.13566,1.26636,21.5634,47.0688,12.9328,104,33.843,0.6875,Tropical
-25.67,151.75,568.8888889,20.585,754,227100,1925,3915,0.177818,5.2535,6.26836,1.25328,29.5856,36.2878,14.3268,206,251.235,2.4941,Tropical
-26.4,146.27,182,20.8533,477,243442,2358,2020,0.124646,2.52112,6.02388,1.30742,20.2162,46.3802,11.0332,311,288.866,0.154112,Tropical
-26.4,146.27,319,20.8533,477,243442,2358,2020,0.124646,2.52112,6.02388,1.30742,20.2162,46.3802,11.0332,311,288.866,0.154112,Tropical
-27.03,152.02,388.8888889,18.5373,828,219362,1788,4631,0.166433,5.07927,6.61444,1.23512,30.4118,41.2028,18.7512,379,156.719,1.78304,Tropical
-26.76,148.82,304.4444444,20.207,570,233763,2134,2671,0.143239,3.16163,6.24881,1.31003,22.0471,50.6187,13.5381,304,76.2214,0.880184,Tropical
-26.58,148.77,357.7777778,20.2287,576,233973,2127,2706,0.150084,3.85945,6.1703,1.32999,25.7786,49.569,16.5834,314,150.379,0.282881,Tropical
-26.48,148.68,346.6666667,19.9573,572,235165,2116,2702,0.142476,4.29941,6.3256,1.31904,30.1428,57.7228,14.4813,318,204.092,0.482668,Tropical
-27.75,152.45,586.6666667,19.5333,877,217794,1848,4744,0.16157,5.0081,6.4043,1.2187,30.996,33.198,17.016,103,128.614,0.594202,Tropical
-31.5,-57.3,745.234,18.4,1348,199505,1666,8089,0.63938,7.0482,5.5648,1.1968,11.024,33.929,28.641,135,241.839,0.321857,"Temperate Grassland, Meadow & Shrubland"
-31.62,-64.81,1553.41,9.64433,662,204252,1632,4052,0.524706,5.79802,6.67828,1.13874,11.0705,30.4936,21.4426,2178,233.71,1.41742,"Mediterranean Scrub, Grassland & Forb Meadow"
-31.9,-55.8,699.813,18,1287,194191,1590,8090,0.56657,6.5586,5.3767,1.1889,11.576,22.382,29.299,137,138.107,0.51334,"Temperate Grassland, Meadow & Shrubland"
-33.1,-54.2,647.7,16.8083,1319,189207,1366,9655,0.67696,8.6625,5.6887,1.1728,12.796,38.444,30.729,110,51.201,0.55384,"Temperate Grassland, Meadow & Shrubland"
-34.33,-56.97,788.55,16.8593,1168,194473,1530,7627,0.747125,8.6043,6.00229,1.17809,11.5187,37.0824,29.9816,54,196.074,0.421341,"Temperate Grassland, Meadow & Shrubland"
-34.5,-56.5,691.4,16.675,1097,195947,1494,7339,0.7249,7.8456,5.8131,1.1593,10.823,48.61,26.48,30,122.363,0.520223,"Temperate Grassland, Meadow & Shrubland"
-34,-57.4,716.636,16.9583,1182,196180,1531,7720,0.75973,8.5849,5.8084,1.1747,11.3,32.862,30.338,102,249.473,0.914561,"Temperate Grassland, Meadow & Shrubland"
-33.8,-59.9,684.7,17.1417,1006,199880,1550,6489,0.66437,6.7552,6.0493,1.2093,10.168,59.008,29.099,37,120.43,0.348835,"Temperate Grassland, Meadow & Shrubland"
-35.33,149.36,1575,11.7623,714,204365,1374,5197,0.380978,7.4325,5.90812,1.04467,19.5322,46.4126,19.5714,793,157.922,1.72857,"Alpine Scrub, Forb Meadow & Grassland"
-35.5,-61.8,755.3,15.825,973,198689,1534,6339,0.52818,5.9626,6.7175,1.1997,11.289,37.353,22.84,88,91.8359,0.207922,"Temperate Grassland, Meadow & Shrubland"
-36.26,-58.27,480.01284,15.0987,954,191694,1323,7212,0.856588,6.88861,6.83146,1.19498,8.08123,46.3873,27.1845,15,17.9017,0.0331364,"Temperate Grassland, Meadow & Shrubland"
-36.6,-58.1,645.981,14.8083,930,190659,1302,7138,0.71447,7.5484,6.8557,1.1958,10.565,36.925,28.837,20,13.8665,0.0107923,"Temperate Grassland, Meadow & Shrubland"
-37.9,-59.8,825,13.675,794,188062,1407,5641,0.69477,5.5967,6.7031,1.2007,8.0554,34.227,28.379,176,118.998,0.0758231,"Temperate Grassland, Meadow & Shrubland"
-37.3,-61.9,634.206,14.5333,848,193921,1561,5432,0.59986,7.1158,6.64,1.2233,11.862,35.188,26.14,210,0,0.11055,"Temperate Grassland, Meadow & Shrubland"
-38.02,-62.03,1131,11.3753,818,188540,1496,5467,0.5878,6.16557,6.41856,1.13237,10.5037,24.8494,19.5314,889,66.5873,8.78613,"Temperate Grassland, Meadow & Shrubland"
-38.02,-62.03,1280,11.3753,818,188540,1496,5467,0.5878,6.16557,6.41856,1.13237,10.5037,24.8494,19.5314,889,66.5873,8.78613,"Temperate Grassland, Meadow & Shrubland"
-38.02,-62.03,1157,11.3753,818,188540,1496,5467,0.5878,6.16557,6.41856,1.13237,10.5037,24.8494,19.5314,889,66.5873,8.78613,"Temperate Grassland, Meadow & Shrubland"
-38.5,-62.2,316,14.6083,734,188978,1728,4247,0.50673,5.1237,6.9519,1.2112,10.111,32.706,25.043,163,195.949,0.420406,"Temperate Grassland, Meadow & Shrubland"
